Type,value,sd,file,treatment
Pi,0.000374,0.000988,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_003343.parRes,HN
NnzSnp,279.276398,739.935181,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_003343.parRes,HN
SigmaSq,2e-06,3e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_003343.parRes,HN
S,-2.085068,1.033789,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_003343.parRes,HN
ResVar,0.003185,0.002266,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_003343.parRes,HN
GenVar,0.005294,0.002287,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_003343.parRes,HN
hsq,0.623785,0.264618,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_003343.parRes,HN
Pi,0.001391,0.001973,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_004447.parRes,HN
NnzSnp,1040.57959,1477.015259,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_004447.parRes,HN
SigmaSq,0,1e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_004447.parRes,HN
S,-0.626532,1.534682,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_004447.parRes,HN
ResVar,0.001346,0.000613,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_004447.parRes,HN
GenVar,0.000501,0.000598,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_004447.parRes,HN
hsq,0.271274,0.322555,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_004447.parRes,HN
Pi,0.002026,0.002015,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_004714.parRes,HN
NnzSnp,1516.647949,1508.473267,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_004714.parRes,HN
SigmaSq,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_004714.parRes,HN
S,0.096622,0.784853,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_004714.parRes,HN
ResVar,7e-06,1e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_004714.parRes,HN
GenVar,0,1e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_004714.parRes,HN
hsq,0.054715,0.091721,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_004714.parRes,HN
Pi,0.000102,0.000559,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_014370.parRes,HN
NnzSnp,75.282928,418.890167,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_014370.parRes,HN
SigmaSq,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_014370.parRes,HN
S,-2.530851,0.344002,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_014370.parRes,HN
ResVar,1.1e-05,2.2e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_014370.parRes,HN
GenVar,0.000204,2.3e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_014370.parRes,HN
hsq,0.948603,0.102346,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_014370.parRes,HN
Pi,0.002086,0.001623,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000001.parRes,LN
NnzSnp,1561.548218,1215.438354,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000001.parRes,LN
SigmaSq,3.7e-05,5.5e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000001.parRes,LN
S,-0.57964,0.608963,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000001.parRes,LN
ResVar,0.02273,0.010579,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000001.parRes,LN
GenVar,0.018017,0.010582,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000001.parRes,LN
hsq,0.441201,0.25476,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000001.parRes,LN
Pi,0.001573,0.001703,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000009.parRes,LN
NnzSnp,1177.801636,1275.216309,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000009.parRes,LN
SigmaSq,2e-06,5e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000009.parRes,LN
S,-0.034923,0.828699,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000009.parRes,LN
ResVar,0.007251,0.001233,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000009.parRes,LN
GenVar,0.000564,0.000998,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000009.parRes,LN
hsq,0.072177,0.126811,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000009.parRes,LN
Pi,0.002103,0.001745,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000013.parRes,LN
NnzSnp,1574.540649,1306.863403,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000013.parRes,LN
SigmaSq,7e-06,1.4e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000013.parRes,LN
S,-0.342507,0.865286,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000013.parRes,LN
ResVar,0.009044,0.003511,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000013.parRes,LN
GenVar,0.003717,0.003432,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000013.parRes,LN
hsq,0.290734,0.26562,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000013.parRes,LN
Pi,0.062548,0.034723,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000031.parRes,LN
NnzSnp,46860.890625,26014.460938,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000031.parRes,LN
SigmaSq,0.000333,0.000252,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000031.parRes,LN
S,-0.175972,0.357555,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000031.parRes,LN
ResVar,0.403866,0.174639,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000031.parRes,LN
GenVar,2.307785,0.208277,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000031.parRes,LN
hsq,0.850832,0.064763,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000031.parRes,LN
Pi,0.001402,0.001429,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000041.parRes,LN
NnzSnp,1049.585571,1069.635986,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000041.parRes,LN
SigmaSq,1e-06,2e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000041.parRes,LN
S,0.142006,0.939762,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000041.parRes,LN
ResVar,0.010822,0.001397,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000041.parRes,LN
GenVar,0.000392,0.000895,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000041.parRes,LN
hsq,0.034918,0.079079,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000041.parRes,LN
Pi,0.001767,0.001685,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000049.parRes,LN
NnzSnp,1322.508179,1261.533203,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000049.parRes,LN
SigmaSq,3e-06,4e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000049.parRes,LN
S,0.071566,0.953579,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000049.parRes,LN
ResVar,0.018326,0.003186,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000049.parRes,LN
GenVar,0.001394,0.002588,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000049.parRes,LN
hsq,0.070895,0.130854,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000049.parRes,LN
Pi,0.001668,0.001516,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000059.parRes,LN
NnzSnp,1248.76123,1135.157227,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000059.parRes,LN
SigmaSq,3e-06,4e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000059.parRes,LN
S,0.156524,0.872125,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000059.parRes,LN
ResVar,0.010698,0.00161,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000059.parRes,LN
GenVar,0.000757,0.001203,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000059.parRes,LN
hsq,0.066144,0.10419,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000059.parRes,LN
Pi,0.001385,0.001402,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000077.parRes,LN
NnzSnp,1036.456543,1049.432861,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000077.parRes,LN
SigmaSq,3e-06,4e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000077.parRes,LN
S,0.153111,0.896478,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000077.parRes,LN
ResVar,0.01088,0.001587,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000077.parRes,LN
GenVar,0.000623,0.001155,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000077.parRes,LN
hsq,0.054142,0.099591,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000077.parRes,LN
Pi,0.0016,0.001444,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000095.parRes,LN
NnzSnp,1197.448975,1081.656494,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000095.parRes,LN
SigmaSq,1.1e-05,1.5e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000095.parRes,LN
S,-0.068207,0.925237,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000095.parRes,LN
ResVar,0.028869,0.006763,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000095.parRes,LN
GenVar,0.004222,0.006138,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000095.parRes,LN
hsq,0.127536,0.184009,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000095.parRes,LN
Pi,0.003052,0.002436,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000112.parRes,LN
NnzSnp,2285.935791,1824.327881,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000112.parRes,LN
SigmaSq,1.7e-05,2.8e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000112.parRes,LN
S,-0.702972,0.618156,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000112.parRes,LN
ResVar,0.006764,0.00381,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000112.parRes,LN
GenVar,0.010777,0.003899,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000112.parRes,LN
hsq,0.613423,0.215155,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000112.parRes,LN
Pi,0.002263,0.001906,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000155.parRes,LN
NnzSnp,1694.263428,1427.425049,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000155.parRes,LN
SigmaSq,3e-06,5e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000155.parRes,LN
S,-0.676573,0.772819,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000155.parRes,LN
ResVar,0.002102,0.001153,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000155.parRes,LN
GenVar,0.001994,0.001155,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000155.parRes,LN
hsq,0.48594,0.277366,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000155.parRes,LN
Pi,0.001741,0.001761,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000162.parRes,LN
NnzSnp,1303.160034,1318.698975,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000162.parRes,LN
SigmaSq,5e-06,1.5e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000162.parRes,LN
S,-0.048306,0.929969,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000162.parRes,LN
ResVar,0.017934,0.003416,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000162.parRes,LN
GenVar,0.001976,0.002914,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000162.parRes,LN
hsq,0.099285,0.145238,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000162.parRes,LN
Pi,0.004151,0.002266,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000183.parRes,LN
NnzSnp,3108.747314,1696.350586,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000183.parRes,LN
SigmaSq,0.000224,0.000241,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000183.parRes,LN
S,0.438704,0.557265,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000183.parRes,LN
ResVar,0.017904,0.006299,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000183.parRes,LN
GenVar,0.041783,0.007271,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000183.parRes,LN
hsq,0.699019,0.106462,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000183.parRes,LN
Pi,0.001714,0.001647,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000189.parRes,LN
NnzSnp,1283.295044,1233.439819,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000189.parRes,LN
SigmaSq,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000189.parRes,LN
S,-0.127535,0.979959,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000189.parRes,LN
ResVar,0.000303,7e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000189.parRes,LN
GenVar,4.4e-05,6.4e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000189.parRes,LN
hsq,0.125973,0.183055,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000189.parRes,LN
Pi,0.002324,0.001744,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000191.parRes,LN
NnzSnp,1739.703369,1305.875,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000191.parRes,LN
SigmaSq,1.5e-05,3.5e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000191.parRes,LN
S,-0.082143,0.649361,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000191.parRes,LN
ResVar,0.020114,0.00396,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000191.parRes,LN
GenVar,0.003616,0.003492,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000191.parRes,LN
hsq,0.152112,0.14456,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000191.parRes,LN
Pi,0.002052,0.001902,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000196.parRes,LN
NnzSnp,1535.803345,1424.550415,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000196.parRes,LN
SigmaSq,2e-06,3e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000196.parRes,LN
S,-0.066249,0.782324,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000196.parRes,LN
ResVar,0.007051,0.001401,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000196.parRes,LN
GenVar,0.000794,0.001222,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000196.parRes,LN
hsq,0.101169,0.154076,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000196.parRes,LN
Pi,0.001084,0.001251,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000217.parRes,LN
NnzSnp,811.41272,937.344971,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000217.parRes,LN
SigmaSq,6e-06,6.1e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000217.parRes,LN
S,-0.858558,1.252616,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000217.parRes,LN
ResVar,0.01225,0.006342,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000217.parRes,LN
GenVar,0.006106,0.006258,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000217.parRes,LN
hsq,0.33201,0.338121,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000217.parRes,LN
Pi,0.003642,0.002337,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000237.parRes,LN
NnzSnp,2726.539307,1749.272217,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000237.parRes,LN
SigmaSq,4e-05,5.4e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000237.parRes,LN
S,-0.218449,0.587329,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000237.parRes,LN
ResVar,0.013857,0.006496,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000237.parRes,LN
GenVar,0.014451,0.006648,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000237.parRes,LN
hsq,0.508846,0.227543,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000237.parRes,LN
Pi,0.001544,0.001326,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000245.parRes,LN
NnzSnp,1156.081177,992.956299,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000245.parRes,LN
SigmaSq,3e-06,4e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000245.parRes,LN
S,-0.932931,1.013428,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000245.parRes,LN
ResVar,0.01014,0.006331,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000245.parRes,LN
GenVar,0.007914,0.006306,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000245.parRes,LN
hsq,0.437449,0.346041,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000245.parRes,LN
Pi,0.001361,0.001404,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000246.parRes,LN
NnzSnp,1018.750183,1051.097046,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000246.parRes,LN
SigmaSq,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000246.parRes,LN
S,0.006657,0.928684,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000246.parRes,LN
ResVar,0.001667,0.000267,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000246.parRes,LN
GenVar,0.00012,0.000213,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000246.parRes,LN
hsq,0.067049,0.117348,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000246.parRes,LN
Pi,0.001549,0.001792,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000251.parRes,LN
NnzSnp,1159.140625,1342.172729,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000251.parRes,LN
SigmaSq,1e-06,2e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000251.parRes,LN
S,0.067177,0.835496,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000251.parRes,LN
ResVar,0.003877,0.000587,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000251.parRes,LN
GenVar,0.000258,0.000442,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000251.parRes,LN
hsq,0.062274,0.105955,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000251.parRes,LN
Pi,0.000316,0.000643,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000260.parRes,LN
NnzSnp,235.414825,481.382935,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000260.parRes,LN
SigmaSq,9e-06,2e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000260.parRes,LN
S,-1.919197,0.68597,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000260.parRes,LN
ResVar,0.010088,0.005211,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000260.parRes,LN
GenVar,0.014372,0.005344,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000260.parRes,LN
hsq,0.586525,0.21148,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000260.parRes,LN
Pi,0.002205,0.001637,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000272.parRes,LN
NnzSnp,1651.358032,1225.603638,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000272.parRes,LN
SigmaSq,4.5e-05,6.5e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_000272.parRes,LN
